GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0010033	response to organic substance	0.00147996952903152	0.00147996952903152	+1	FBgn0000253,FBgn0000273,FBgn0000370,FBgn0001218,FBgn0001257,FBgn0001942,FBgn0003301,FBgn0003326,FBgn0003997,FBgn0004507,FBgn0004636,FBgn0004784,FBgn0011582,FBgn0013278,FBgn0014141,FBgn0014859,FBgn0015245,FBgn0015754,FBgn0022382,FBgn0023518,FBgn0028425,FBgn0029175,FBgn0031453,FBgn0034476,FBgn0035499,FBgn0035871,FBgn0038880,FBgn0038984,FBgn0039562,FBgn0039634,FBgn0087005,FBgn0263116,FBgn0263930,FBgn0266599,FBgn0267252
GO:0051641	cellular localization	0.00153431755060156	0.00153431755060156	+1	FBgn0000042,FBgn0000181,FBgn0000273,FBgn0000308,FBgn0000346,FBgn0001197,FBgn0002938,FBgn0003514,FBgn0003520,FBgn0004179,FBgn0004381,FBgn0004509,FBgn0004574,FBgn0004636,FBgn0005586,FBgn0010105,FBgn0010348,FBgn0010380,FBgn0011760,FBgn0013342,FBgn0013726,FBgn0014141,FBgn0015222,FBgn0015245,FBgn0015754,FBgn0020255,FBgn0024921,FBgn0028400,FBgn0029687,FBgn0031424,FBgn0033876,FBgn0034691,FBgn0037671,FBgn0037949,FBgn0038659,FBgn0038890,FBgn0039141,FBgn0040281,FBgn0043005,FBgn0043362,FBgn0052506,FBgn0086784,FBgn0086904,FBgn0259108,FBgn0259824,FBgn0261089,FBgn0261714,FBgn0261722,FBgn0263930,FBgn0266599,FBgn0266720,FBgn0267002,FBgn0267330
GO:0051046	regulation of secretion	0.00156432193247432	0.00156432193247432	+1	FBgn0004636,FBgn0005586,FBgn0028400,FBgn0028425,FBgn0031294,FBgn0038984,FBgn0041707,FBgn0259173,FBgn0259824,FBgn0261089,FBgn0267002
GO:0055082	cellular chemical homeostasis	0.00156432193247432	0.00156432193247432	+1	FBgn0005671,FBgn0011582,FBgn0015222,FBgn0015777,FBgn0032946,FBgn0035385,FBgn0036461,FBgn0052446,FBgn0259231,FBgn0261714,FBgn0261722,FBgn0262515,FBgn0262736,FBgn0265262
GO:0007218	neuropeptide signaling pathway	0.0015891122756076	0.0015891122756076	+1	FBgn0023179,FBgn0030437,FBgn0031770,FBgn0032336,FBgn0032840,FBgn0035385,FBgn0038880,FBgn0040813,FBgn0041707,FBgn0259231
GO:0006865	amino acid transport	0.00167717849421276	0.00167717849421276	+1	FBgn0026439,FBgn0028425,FBgn0031064,FBgn0031424,FBgn0034911,FBgn0036984,FBgn0037533,FBgn0038641,FBgn0039915
GO:0048812	neuron projection morphogenesis	0.00180476437989388	0.00180476437989388	+1	FBgn0000108,FBgn0000253,FBgn0000308,FBgn0001114,FBgn0001257,FBgn0003137,FBgn0003301,FBgn0003334,FBgn0003997,FBgn0010105,FBgn0010452,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027339,FBgn0027491,FBgn0030090,FBgn0034476,FBgn0037107,FBgn0039141,FBgn0040505,FBgn0040752,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0263930,FBgn0266599,FBgn0267002
GO:0003333	amino acid transmembrane transport	0.001806122221704	0.001806122221704	+1	FBgn0026439,FBgn0028425,FBgn0031064,FBgn0031424,FBgn0034911,FBgn0036984,FBgn0037533,FBgn0038641
GO:0048468	cell development	0.00181836664414178	0.00181836664414178	+1	FBgn0000042,FBgn0000061,FBgn0000108,FBgn0000181,FBgn0000253,FBgn0000273,FBgn0000299,FBgn0000308,FBgn0000611,FBgn0001114,FBgn0001122,FBgn0001257,FBgn0001942,FBgn0002940,FBgn0003137,FBgn0003301,FBgn0003334,FBgn0003514,FBgn0003520,FBgn0003997,FBgn0004509,FBgn0004574,FBgn0004636,FBgn0004907,FBgn0010105,FBgn0010348,FBgn0010350,FBgn0010452,FBgn0011591,FBgn0011760,FBgn0013469,FBgn0013765,FBgn0014141,FBgn0015399,FBgn0015754,FBgn0015777,FBgn0019972,FBgn0022382,FBgn0024326,FBgn0025741,FBgn0026206,FBgn0027339,FBgn0027491,FBgn0030090,FBgn0034135,FBgn0034476,FBgn0035049,FBgn0035236,FBgn0035871,FBgn0037107,FBgn0039141,FBgn0039528,FBgn0040208,FBgn0040505,FBgn0040752,FBgn0043362,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0259834,FBgn0261648,FBgn0261714,FBgn0263930,FBgn0265297,FBgn0266599,FBgn0267002,FBgn0267435
GO:0120039	plasma membrane bounded cell projection morphogenesis	0.00183901894779385	0.00183901894779385	+1	FBgn0000108,FBgn0000253,FBgn0000308,FBgn0001114,FBgn0001257,FBgn0003137,FBgn0003301,FBgn0003334,FBgn0003997,FBgn0010105,FBgn0010452,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027339,FBgn0027491,FBgn0030090,FBgn0034476,FBgn0037107,FBgn0039141,FBgn0040505,FBgn0040752,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0263930,FBgn0266599,FBgn0267002
GO:0007409	axonogenesis	0.00194045540078034	0.00194045540078034	+1	FBgn0000253,FBgn0000308,FBgn0001114,FBgn0001257,FBgn0003137,FBgn0003301,FBgn0003334,FBgn0010105,FBgn0010452,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027491,FBgn0030090,FBgn0034476,FBgn0037107,FBgn0039141,FBgn0040505,FBgn0086677,FBgn0259108,FBgn0263930,FBgn0266599,FBgn0267002
GO:0048858	cell projection morphogenesis	0.00196711762302022	0.00196711762302022	+1	FBgn0000108,FBgn0000253,FBgn0000308,FBgn0001114,FBgn0001257,FBgn0003137,FBgn0003301,FBgn0003334,FBgn0003997,FBgn0010105,FBgn0010452,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027339,FBgn0027491,FBgn0030090,FBgn0034476,FBgn0037107,FBgn0039141,FBgn0040505,FBgn0040752,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0263930,FBgn0266599,FBgn0267002
GO:0019725	cellular homeostasis	0.00213931096150772	0.00213931096150772	+1	FBgn0000253,FBgn0000346,FBgn0004179,FBgn0005671,FBgn0011582,FBgn0015222,FBgn0015754,FBgn0015777,FBgn0032689,FBgn0032946,FBgn0035385,FBgn0036461,FBgn0052446,FBgn0259231,FBgn0261714,FBgn0261722,FBgn0262515,FBgn0262736,FBgn0265262
GO:0048167	regulation of synaptic plasticity	0.00232192713389252	0.00232192713389252	+1	FBgn0000261,FBgn0000346,FBgn0005586,FBgn0028400,FBgn0033926,FBgn0039141,FBgn0040752
GO:0070887	cellular response to chemical stimulus	0.00235755230192854	0.00235755230192854	+1	FBgn0000253,FBgn0000261,FBgn0000273,FBgn0000370,FBgn0001218,FBgn0001257,FBgn0001942,FBgn0004507,FBgn0004636,FBgn0011582,FBgn0011828,FBgn0013278,FBgn0014859,FBgn0015245,FBgn0015754,FBgn0022382,FBgn0028400,FBgn0028425,FBgn0029175,FBgn0034476,FBgn0035499,FBgn0035871,FBgn0038511,FBgn0038880,FBgn0038984,FBgn0261089,FBgn0263116,FBgn0263930,FBgn0265262,FBgn0266599,FBgn0267252
GO:0048518	positive regulation of biological process	0.00238989156255687	0.00238989156255687	+1	FBgn0000092,FBgn0000253,FBgn0000273,FBgn0000308,FBgn0000370,FBgn0000611,FBgn0001257,FBgn0001942,FBgn0002622,FBgn0003514,FBgn0003520,FBgn0003997,FBgn0004101,FBgn0004507,FBgn0004574,FBgn0004636,FBgn0004784,FBgn0004907,FBgn0010105,FBgn0010348,FBgn0010350,FBgn0010380,FBgn0011481,FBgn0011591,FBgn0011760,FBgn0013469,FBgn0013725,FBgn0013726,FBgn0014141,FBgn0014859,FBgn0015754,FBgn0016930,FBgn0019972,FBgn0023518,FBgn0024326,FBgn0024921,FBgn0025741,FBgn0026206,FBgn0027491,FBgn0028397,FBgn0028400,FBgn0028425,FBgn0029175,FBgn0031424,FBgn0031820,FBgn0032021,FBgn0032840,FBgn0033872,FBgn0034476,FBgn0034691,FBgn0035016,FBgn0035385,FBgn0037301,FBgn0037671,FBgn0037949,FBgn0038504,FBgn0038984,FBgn0039054,FBgn0039078,FBgn0039141,FBgn0039411,FBgn0039688,FBgn0039928,FBgn0040281,FBgn0040505,FBgn0040752,FBgn0041707,FBgn0043362,FBgn0085424,FBgn0086677,FBgn0259173,FBgn0259824,FBgn0261722,FBgn0262732,FBgn0263930,FBgn0265297,FBgn0265623,FBgn0266599,FBgn0267002
GO:1902600	proton transmembrane transport	0.00239159899399259	0.00239159899399259	+1	FBgn0005671,FBgn0013674,FBgn0013684,FBgn0022097,FBgn0028662,FBgn0030718,FBgn0037671,FBgn0262512,FBgn0262515,FBgn0262736,FBgn0265262
GO:0032990	cell part morphogenesis	0.00249832342464306	0.00249832342464306	+1	FBgn0000108,FBgn0000253,FBgn0000308,FBgn0001114,FBgn0001257,FBgn0003137,FBgn0003301,FBgn0003334,FBgn0003997,FBgn0010105,FBgn0010452,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027339,FBgn0027491,FBgn0030090,FBgn0034476,FBgn0037107,FBgn0039141,FBgn0040505,FBgn0040752,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0263930,FBgn0266599,FBgn0267002
GO:0000902	cell morphogenesis	0.00260699986736839	0.00260699986736839	+1	FBgn0000108,FBgn0000253,FBgn0000308,FBgn0001114,FBgn0001257,FBgn0002940,FBgn0003137,FBgn0003301,FBgn0003334,FBgn0003514,FBgn0003997,FBgn0004636,FBgn0010105,FBgn0010452,FBgn0013765,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027339,FBgn0027491,FBgn0030090,FBgn0034476,FBgn0037107,FBgn0039141,FBgn0040505,FBgn0040653,FBgn0040752,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0263930,FBgn0266599,FBgn0267002
GO:0030154	cell differentiation	0.00264611747836927	0.00264611747836927	+1	FBgn0000042,FBgn0000061,FBgn0000108,FBgn0000181,FBgn0000253,FBgn0000273,FBgn0000299,FBgn0000308,FBgn0000611,FBgn0001105,FBgn0001114,FBgn0001122,FBgn0001257,FBgn0001258,FBgn0001942,FBgn0002940,FBgn0003137,FBgn0003301,FBgn0003326,FBgn0003334,FBgn0003514,FBgn0003520,FBgn0003997,FBgn0004101,FBgn0004509,FBgn0004574,FBgn0004636,FBgn0004907,FBgn0004921,FBgn0010105,FBgn0010348,FBgn0010350,FBgn0010452,FBgn0011591,FBgn0011760,FBgn0013469,FBgn0013725,FBgn0013765,FBgn0014141,FBgn0014869,FBgn0015399,FBgn0015754,FBgn0015777,FBgn0019972,FBgn0022382,FBgn0023179,FBgn0024326,FBgn0025741,FBgn0026206,FBgn0027339,FBgn0027491,FBgn0030090,FBgn0034135,FBgn0034476,FBgn0035049,FBgn0035236,FBgn0035871,FBgn0037107,FBgn0037671,FBgn0039141,FBgn0039528,FBgn0040208,FBgn0040505,FBgn0040752,FBgn0043362,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0259834,FBgn0261648,FBgn0261714,FBgn0261722,FBgn0263930,FBgn0265297,FBgn0266599,FBgn0267002,FBgn0267435
GO:0071840	cellular component organization or biogenesis	0.00298103206908626	0.00298103206908626	+1	FBgn0000042,FBgn0000043,FBgn0000100,FBgn0000108,FBgn0000150,FBgn0000181,FBgn0000253,FBgn0000273,FBgn0000299,FBgn0000308,FBgn0000346,FBgn0000579,FBgn0001105,FBgn0001114,FBgn0001122,FBgn0001125,FBgn0001197,FBgn0001257,FBgn0002938,FBgn0002940,FBgn0003137,FBgn0003218,FBgn0003301,FBgn0003326,FBgn0003334,FBgn0003514,FBgn0003520,FBgn0003997,FBgn0004381,FBgn0004509,FBgn0004574,FBgn0004636,FBgn0004784,FBgn0004828,FBgn0004907,FBgn0004921,FBgn0005586,FBgn0005593,FBgn0010105,FBgn0010348,FBgn0010452,FBgn0011760,FBgn0011826,FBgn0011828,FBgn0013278,FBgn0013342,FBgn0013726,FBgn0013765,FBgn0013981,FBgn0014141,FBgn0015245,FBgn0015754,FBgn0015777,FBgn0020255,FBgn0022382,FBgn0023518,FBgn0025741,FBgn0026084,FBgn0026430,FBgn0027339,FBgn0027491,FBgn0028397,FBgn0028400,FBgn0028473,FBgn0029687,FBgn0029974,FBgn0030090,FBgn0030670,FBgn0030718,FBgn0030955,FBgn0031673,FBgn0031820,FBgn0032233,FBgn0032689,FBgn0032840,FBgn0033224,FBgn0034135,FBgn0034476,FBgn0034691,FBgn0034968,FBgn0035049,FBgn0036258,FBgn0036398,FBgn0036534,FBgn0037107,FBgn0037301,FBgn0037671,FBgn0037758,FBgn0037949,FBgn0038453,FBgn0038659,FBgn0038839,FBgn0038916,FBgn0039141,FBgn0039928,FBgn0040208,FBgn0040281,FBgn0040505,FBgn0040752,FBgn0043362,FBgn0053556,FBgn0064225,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0259231,FBgn0261564,FBgn0261714,FBgn0262515,FBgn0263352,FBgn0263930,FBgn0265297,FBgn0265623,FBgn0266124,FBgn0266449,FBgn0266599,FBgn0266720,FBgn0267002,FBgn0267435
GO:0048869	cellular developmental process	0.00311722418008714	0.00311722418008714	+1	FBgn0000042,FBgn0000061,FBgn0000108,FBgn0000181,FBgn0000253,FBgn0000273,FBgn0000299,FBgn0000308,FBgn0000611,FBgn0001105,FBgn0001114,FBgn0001122,FBgn0001257,FBgn0001258,FBgn0001942,FBgn0002940,FBgn0003137,FBgn0003301,FBgn0003326,FBgn0003334,FBgn0003514,FBgn0003520,FBgn0003997,FBgn0004101,FBgn0004509,FBgn0004574,FBgn0004636,FBgn0004907,FBgn0004921,FBgn0010105,FBgn0010348,FBgn0010350,FBgn0010452,FBgn0011591,FBgn0011760,FBgn0013469,FBgn0013725,FBgn0013765,FBgn0014141,FBgn0014869,FBgn0015399,FBgn0015754,FBgn0015777,FBgn0019972,FBgn0022382,FBgn0023179,FBgn0024326,FBgn0025741,FBgn0026206,FBgn0027339,FBgn0027491,FBgn0030090,FBgn0034135,FBgn0034476,FBgn0035049,FBgn0035236,FBgn0035871,FBgn0037107,FBgn0037671,FBgn0039141,FBgn0039528,FBgn0040208,FBgn0040505,FBgn0040752,FBgn0043362,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0259834,FBgn0261648,FBgn0261714,FBgn0261722,FBgn0263930,FBgn0265297,FBgn0266599,FBgn0267002,FBgn0267435
GO:0055067	monovalent inorganic cation homeostasis	0.00312340769690872	0.00312340769690872	+1	FBgn0005671,FBgn0015777,FBgn0032689,FBgn0032946,FBgn0262515,FBgn0262736,FBgn0265262
GO:0006928	movement of cell or subcellular component	0.00358857542917178	0.00358857542917178	+1	FBgn0000150,FBgn0000253,FBgn0000308,FBgn0001105,FBgn0001114,FBgn0001257,FBgn0003137,FBgn0003162,FBgn0003514,FBgn0004381,FBgn0004636,FBgn0004687,FBgn0004784,FBgn0004921,FBgn0010105,FBgn0010452,FBgn0011760,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027491,FBgn0029687,FBgn0030090,FBgn0033224,FBgn0034476,FBgn0037107,FBgn0037671,FBgn0039141,FBgn0039411,FBgn0040208,FBgn0040281,FBgn0040505,FBgn0086677,FBgn0259108,FBgn0261648,FBgn0263930,FBgn0266000,FBgn0266599,FBgn0267002
GO:0071310	cellular response to organic substance	0.00365510949068366	0.00365510949068366	+1	FBgn0000253,FBgn0000273,FBgn0000370,FBgn0001218,FBgn0001257,FBgn0001942,FBgn0004507,FBgn0004636,FBgn0011582,FBgn0013278,FBgn0014859,FBgn0015245,FBgn0015754,FBgn0022382,FBgn0028425,FBgn0029175,FBgn0034476,FBgn0035499,FBgn0035871,FBgn0038880,FBgn0038984,FBgn0263116,FBgn0263930,FBgn0266599
GO:0008355	olfactory learning	0.00365510949068366	0.00365510949068366	+1	FBgn0000273,FBgn0003301,FBgn0004907,FBgn0011582,FBgn0040505,FBgn0043005,FBgn0259108
GO:0099587	inorganic ion import across plasma membrane	0.0037659730359115	0.0037659730359115	+1	FBgn0015222,FBgn0015777,FBgn0032689,FBgn0032946,FBgn0036461,FBgn0039081
GO:0098659	inorganic cation import across plasma membrane	0.0037659730359115	0.0037659730359115	+1	FBgn0015222,FBgn0015777,FBgn0032689,FBgn0032946,FBgn0036461,FBgn0039081
GO:0042330	taxis	0.00391404599439022	0.00391404599439022	+1	FBgn0000253,FBgn0000308,FBgn0001114,FBgn0001257,FBgn0002940,FBgn0003137,FBgn0010105,FBgn0010350,FBgn0010452,FBgn0011582,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027491,FBgn0030090,FBgn0034476,FBgn0037107,FBgn0037671,FBgn0040505,FBgn0086677,FBgn0263930,FBgn0266599,FBgn0267002
GO:1903530	regulation of secretion by cell	0.00454609285942554	0.00454609285942554	+1	FBgn0004636,FBgn0005586,FBgn0028400,FBgn0028425,FBgn0038984,FBgn0041707,FBgn0259173,FBgn0259824,FBgn0261089,FBgn0267002
GO:0048678	response to axon injury	0.00459699160069171	0.00459699160069171	+1	FBgn0000108,FBgn0000273,FBgn0000308,FBgn0039141,FBgn0087005
GO:0010648	negative regulation of cell communication	0.00476722694654454	0.00476722694654454	+1	FBgn0000120,FBgn0000253,FBgn0000273,FBgn0001105,FBgn0001257,FBgn0001942,FBgn0003514,FBgn0004623,FBgn0004636,FBgn0011591,FBgn0013725,FBgn0015399,FBgn0016641,FBgn0020767,FBgn0024941,FBgn0034691,FBgn0035871,FBgn0036165,FBgn0039054,FBgn0039141,FBgn0040505,FBgn0086677,FBgn0261514,FBgn0263930
GO:1903825	organic acid transmembrane transport	0.004792397652868	0.004792397652868	+1	FBgn0026439,FBgn0027610,FBgn0028425,FBgn0031064,FBgn0031424,FBgn0034911,FBgn0036984,FBgn0037533,FBgn0038641
GO:1905039	carboxylic acid transmembrane transport	0.004792397652868	0.004792397652868	+1	FBgn0026439,FBgn0027610,FBgn0028425,FBgn0031064,FBgn0031424,FBgn0034911,FBgn0036984,FBgn0037533,FBgn0038641
GO:0006650	glycerophospholipid metabolic process	0.004792397652868	0.004792397652868	+1	FBgn0003218,FBgn0010350,FBgn0028399,FBgn0028497,FBgn0029687,FBgn0030670,FBgn0030997,FBgn0032482,FBgn0034691,FBgn0038890,FBgn0053116,FBgn0259985
GO:0008088	axo-dendritic transport	0.004792397652868	0.004792397652868	+1	FBgn0004381,FBgn0015754,FBgn0029687,FBgn0037671,FBgn0040281,FBgn0259108,FBgn0267002
GO:0023057	negative regulation of signaling	0.00482142247227578	0.00482142247227578	+1	FBgn0000120,FBgn0000253,FBgn0000273,FBgn0001105,FBgn0001257,FBgn0001942,FBgn0003514,FBgn0004623,FBgn0004636,FBgn0011591,FBgn0013725,FBgn0015399,FBgn0016641,FBgn0020767,FBgn0024941,FBgn0034691,FBgn0035871,FBgn0036165,FBgn0039054,FBgn0039141,FBgn0040505,FBgn0086677,FBgn0261514,FBgn0263930
GO:0005975	carbohydrate metabolic process	0.00488558612628353	0.00488558612628353	+1	FBgn0000064,FBgn0000370,FBgn0000579,FBgn0001092,FBgn0001258,FBgn0003074,FBgn0004507,FBgn0014869,FBgn0025885,FBgn0027588,FBgn0029175,FBgn0029685,FBgn0031530,FBgn0031697,FBgn0032840,FBgn0034691,FBgn0036927,FBgn0037533,FBgn0053138
GO:0007411	axon guidance	0.0050756318661542	0.0050756318661542	+1	FBgn0000253,FBgn0000308,FBgn0001114,FBgn0001257,FBgn0003137,FBgn0010105,FBgn0010452,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027491,FBgn0030090,FBgn0034476,FBgn0037107,FBgn0040505,FBgn0086677,FBgn0263930,FBgn0266599,FBgn0267002
GO:0032024	positive regulation of insulin secretion	0.00524202681878726	0.00524202681878726	+1	FBgn0028425,FBgn0038984,FBgn0267002
GO:0015990	electron transport coupled proton transport	0.00524202681878726	0.00524202681878726	+1	FBgn0013674,FBgn0013684,FBgn0030718
GO:0015988	energy coupled proton transmembrane transport, against electrochemical gradient	0.00524202681878726	0.00524202681878726	+1	FBgn0013674,FBgn0013684,FBgn0030718
GO:0051301	cell division	0.00597891663821788	0.00597891663821788	+1	FBgn0000042,FBgn0000043,FBgn0000308,FBgn0001105,FBgn0001122,FBgn0001942,FBgn0003514,FBgn0003520,FBgn0004574,FBgn0004921,FBgn0010348,FBgn0013469,FBgn0013726,FBgn0013765,FBgn0015754,FBgn0020255,FBgn0028473,FBgn0032876,FBgn0039141,FBgn0040208,FBgn0086784,FBgn0263930,FBgn0265297,FBgn0266124
GO:0015849	organic acid transport	0.00608157341820231	0.00608157341820231	+1	FBgn0026439,FBgn0027610,FBgn0028425,FBgn0031064,FBgn0031424,FBgn0034911,FBgn0036984,FBgn0037533,FBgn0038641,FBgn0039915,FBgn0259834
GO:0046942	carboxylic acid transport	0.00608157341820231	0.00608157341820231	+1	FBgn0026439,FBgn0027610,FBgn0028425,FBgn0031064,FBgn0031424,FBgn0034911,FBgn0036984,FBgn0037533,FBgn0038641,FBgn0039915,FBgn0259834
GO:0006165	nucleoside diphosphate phosphorylation	0.00608157341820231	0.00608157341820231	+1	FBgn0000064,FBgn0000150,FBgn0000579,FBgn0001092,FBgn0003074,FBgn0014869
GO:0061343	cell adhesion involved in heart morphogenesis	0.00673070865116884	0.00673070865116884	+1	FBgn0001105,FBgn0001122,FBgn0004921,FBgn0015777
GO:0034976	response to endoplasmic reticulum stress	0.00678335609412688	0.00678335609412688	+1	FBgn0000261,FBgn0000370,FBgn0001218,FBgn0027491,FBgn0033639,FBgn0035871,FBgn0039562,FBgn0039634,FBgn0261564
GO:0031644	regulation of nervous system process	0.00678335609412688	0.00678335609412688	+1	FBgn0003301,FBgn0011582,FBgn0026439,FBgn0040505,FBgn0040752
GO:0006950	response to stress	0.00678335609412688	0.00678335609412688	+1	FBgn0000100,FBgn0000108,FBgn0000261,FBgn0000273,FBgn0000308,FBgn0000370,FBgn0001114,FBgn0001122,FBgn0001197,FBgn0001218,FBgn0001257,FBgn0002622,FBgn0003301,FBgn0003514,FBgn0003997,FBgn0004179,FBgn0004507,FBgn0011582,FBgn0011828,FBgn0013278,FBgn0015245,FBgn0019972,FBgn0024326,FBgn0027491,FBgn0028425,FBgn0029167,FBgn0029687,FBgn0030718,FBgn0031820,FBgn0032773,FBgn0033639,FBgn0033926,FBgn0034476,FBgn0035049,FBgn0035236,FBgn0035385,FBgn0035871,FBgn0036165,FBgn0036461,FBgn0037301,FBgn0038511,FBgn0038659,FBgn0039141,FBgn0039562,FBgn0039634,FBgn0040281,FBgn0040653,FBgn0041182,FBgn0052446,FBgn0085424,FBgn0087005,FBgn0259231,FBgn0261564,FBgn0265262,FBgn0265605,FBgn0266599
GO:0030537	larval behavior	0.00678335609412688	0.00678335609412688	+1	FBgn0013469,FBgn0023179,FBgn0026439,FBgn0032840,FBgn0035385,FBgn0259231,FBgn0267002
GO:0097485	neuron projection guidance	0.00691225995680864	0.00691225995680864	+1	FBgn0000253,FBgn0000308,FBgn0001114,FBgn0001257,FBgn0003137,FBgn0010105,FBgn0010452,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027491,FBgn0030090,FBgn0034476,FBgn0037107,FBgn0040505,FBgn0086677,FBgn0263930,FBgn0266599,FBgn0267002
GO:0007613	memory	0.00691363403313932	0.00691363403313932	+1	FBgn0000108,FBgn0000273,FBgn0003301,FBgn0003520,FBgn0004101,FBgn0011582,FBgn0014141,FBgn0028397,FBgn0035016,FBgn0037671,FBgn0264753
GO:0046939	nucleotide phosphorylation	0.00696353495347761	0.00696353495347761	+1	FBgn0000064,FBgn0000150,FBgn0000579,FBgn0001092,FBgn0003074,FBgn0014869
GO:0006644	phospholipid metabolic process	0.00703590997208289	0.00703590997208289	+1	FBgn0003218,FBgn0010350,FBgn0025885,FBgn0028399,FBgn0028497,FBgn0029687,FBgn0030670,FBgn0030997,FBgn0032482,FBgn0034691,FBgn0036939,FBgn0038890,FBgn0053116,FBgn0259985
GO:0009266	response to temperature stimulus	0.00737140310405117	0.00737140310405117	+1	FBgn0000273,FBgn0001218,FBgn0002940,FBgn0003301,FBgn0004907,FBgn0010350,FBgn0011582,FBgn0013278,FBgn0015245,FBgn0039562,FBgn0265605,FBgn0266599
GO:0030004	cellular monovalent inorganic cation homeostasis	0.00810742289203102	0.00810742289203102	+1	FBgn0005671,FBgn0015777,FBgn0032946,FBgn0262515,FBgn0262736,FBgn0265262
GO:0035295	tube development	0.00810742289203102	0.00810742289203102	+1	FBgn0000042,FBgn0000061,FBgn0000273,FBgn0000299,FBgn0000308,FBgn0001122,FBgn0003326,FBgn0003514,FBgn0003997,FBgn0004101,FBgn0004636,FBgn0004921,FBgn0010350,FBgn0010452,FBgn0011591,FBgn0011760,FBgn0011826,FBgn0013726,FBgn0013765,FBgn0026409,FBgn0028662,FBgn0031294,FBgn0035049,FBgn0037468,FBgn0037671,FBgn0038916,FBgn0039054,FBgn0039081,FBgn0039380,FBgn0039411,FBgn0039562,FBgn0040505,FBgn0040532,FBgn0053196,FBgn0053556,FBgn0261648,FBgn0263930
GO:1902475	L-alpha-amino acid transmembrane transport	0.00816719064319871	0.00816719064319871	+1	FBgn0026439,FBgn0028425,FBgn0031424,FBgn0034911,FBgn0037533
GO:0007424	open tracheal system development	0.00840205078427499	0.00840205078427499	+1	FBgn0000150,FBgn0003162,FBgn0003514,FBgn0003997,FBgn0004101,FBgn0010350,FBgn0010452,FBgn0015777,FBgn0028662,FBgn0035049,FBgn0038916,FBgn0039411,FBgn0053196,FBgn0053556,FBgn0261648,FBgn0262732,FBgn0263930
GO:0048190	wing disc dorsal/ventral pattern formation	0.00849528805231224	0.00849528805231224	+1	FBgn0011591,FBgn0026409,FBgn0037468,FBgn0039054,FBgn0039380,FBgn0040532,FBgn0263930
GO:0051649	establishment of localization in cell	0.008513266853166	0.008513266853166	+1	FBgn0000273,FBgn0000346,FBgn0002938,FBgn0003514,FBgn0004179,FBgn0004381,FBgn0004574,FBgn0004636,FBgn0005586,FBgn0010105,FBgn0010348,FBgn0010380,FBgn0011760,FBgn0013342,FBgn0014141,FBgn0015222,FBgn0015245,FBgn0015754,FBgn0020255,FBgn0024921,FBgn0028400,FBgn0029687,FBgn0031424,FBgn0033876,FBgn0034691,FBgn0037671,FBgn0038659,FBgn0038890,FBgn0039141,FBgn0040281,FBgn0043005,FBgn0052506,FBgn0086784,FBgn0086904,FBgn0259108,FBgn0259824,FBgn0261089,FBgn0261722,FBgn0266599,FBgn0266720,FBgn0267002,FBgn0267330
GO:0015844	monoamine transport	0.00867543765424052	0.00867543765424052	+1	FBgn0028400,FBgn0036319,FBgn0043005,FBgn0261089
GO:0055065	metal ion homeostasis	0.00880690505915765	0.00880690505915765	+1	FBgn0002868,FBgn0011582,FBgn0015222,FBgn0015777,FBgn0032689,FBgn0032946,FBgn0035385,FBgn0036461,FBgn0052446,FBgn0259231,FBgn0261714,FBgn0261722
GO:0071786	endoplasmic reticulum tubular network organization	0.00895322077134704	0.00895322077134704	+1	FBgn0038453,FBgn0261564,FBgn0266449
GO:0150008	bulk synaptic vesicle endocytosis	0.00895322077134704	0.00895322077134704	+1	FBgn0034691,FBgn0086784,FBgn0261722
GO:1903429	regulation of cell maturation	0.0091382159762865	0.0091382159762865	+1	FBgn0000181,FBgn0000273,FBgn0003520,FBgn0004574,FBgn0010348,FBgn0011760
GO:2001257	regulation of cation channel activity	0.0095959687621431	0.0095959687621431	+1	FBgn0000253,FBgn0032021,FBgn0033872,FBgn0040752,FBgn0264753
GO:0050806	positive regulation of synaptic transmission	0.0095959687621431	0.0095959687621431	+1	FBgn0031424,FBgn0035385,FBgn0039141,FBgn0039928,FBgn0040752
